,precision,recall,f1-score,support
0.0,0.6778523489932886,0.4950980392156863,0.5722379603399433,204.0
1.0,0.7716186252771619,0.8787878787878788,0.8217237308146399,396.0
accuracy,0.7483333333333333,0.7483333333333333,0.7483333333333333,0.7483333333333333
macro avg,0.7247354871352252,0.6869429590017826,0.6969808455772917,600.0
weighted avg,0.739738091340645,0.7483333333333333,0.736898568853243,600.0
