,precision,recall,f1-score,support
0.0,0.17898832684824903,0.7666666666666667,0.2902208201892745,60.0
1.0,0.9591836734693877,0.6092592592592593,0.7451868629671574,540.0
accuracy,0.625,0.625,0.625,0.625
macro avg,0.5690860001588184,0.687962962962963,0.5177038415782159,600.0
weighted avg,0.8811641388072738,0.625,0.6996902586893691,600.0
