,precision,recall,f1-score,support
0.0,0.7300275482093664,0.7658959537572254,0.7475317348377998,346.0
1.0,0.35185185185185186,0.36774193548387096,0.35962145110410093,155.0
2.0,0.27450980392156865,0.18421052631578946,0.2204724409448819,76.0
3.0,0.25,0.2608695652173913,0.2553191489361702,23.0
accuracy,0.57,0.57,0.57,0.57
macro avg,0.4015973009956967,0.39467949519356926,0.3957361939557382,600.0
weighted avg,0.5562321896925284,0.57,0.5616925851872622,600.0
