,precision,recall,f1-score,support
0.0,0.4214876033057851,0.827027027027027,0.5583941605839416,185.0
1.0,0.38271604938271603,0.2672413793103448,0.3147208121827411,232.0
2.0,0.47058823529411764,0.17777777777777778,0.25806451612903225,135.0
3.0,0.5,0.25,0.3333333333333333,48.0
accuracy,0.41833333333333333,0.41833333333333333,0.41833333333333333,0.41833333333333333
macro avg,0.4436979719956547,0.3805115460287874,0.36612820555726205,600.0
weighted avg,0.42382456972177707,0.41833333333333333,0.3785947630197408,600.0
