,precision,recall,f1-score,support
0.0,0.4214876033057851,0.827027027027027,0.5583941605839416,185.0
1.0,0.8649789029535865,0.4939759036144578,0.6288343558282208,415.0
accuracy,0.5966666666666667,0.5966666666666667,0.5966666666666667,0.5966666666666667
macro avg,0.6432332531296858,0.6605014653207424,0.5936142582060813,600.0
weighted avg,0.7282357522288476,0.5966666666666667,0.6071152956279015,600.0
