,precision,recall,f1-score,support
0.0,0.24124513618677043,0.5961538461538461,0.3434903047091412,104.0
1.0,0.6593406593406593,0.34782608695652173,0.4554079696394686,345.0
2.0,0.41975308641975306,0.265625,0.3253588516746411,128.0
3.0,0.1875,0.6521739130434783,0.2912621359223301,23.0
accuracy,0.385,0.385,0.385,0.385
macro avg,0.3769597204867957,0.4654447115384615,0.35387981548639524,600.0
weighted avg,0.5176715278294666,0.385,0.40197283892655833,600.0
