,precision,recall,f1-score,support
0.0,0.6363636363636364,0.6896551724137931,0.6619385342789599,203.0
1.0,0.6058823529411764,0.40234375,0.4835680751173708,256.0
2.0,0.3258426966292135,0.29,0.3068783068783069,100.0
3.0,0.2,0.84,0.3230769230769231,25.0
accuracy,0.5017123287671232,0.5017123287671232,0.5017123287671232,0.5017123287671232
macro avg,0.4420221714835066,0.5554997306034483,0.44386545983789016,584.0
weighted avg,0.5511506339001382,0.5017123287671232,0.5084446976942287,584.0
