,precision,recall,f1-score,support
0.0,0.5119047619047619,0.7644444444444445,0.6131907308377896,225.0
1.0,0.3772455089820359,0.30434782608695654,0.33689839572192515,207.0
2.0,0.47058823529411764,0.19672131147540983,0.2774566473988439,122.0
3.0,0.43333333333333335,0.43333333333333335,0.43333333333333335,30.0
accuracy,0.4657534246575342,0.4657534246575342,0.4657534246575342,0.4657534246575342
macro avg,0.4482679598785622,0.42471172883503605,0.415219776822973,584.0
weighted avg,0.4515071172837932,0.4657534246575342,0.43588286530068515,584.0
