,precision,recall,f1-score,support
0.0,0.24545454545454545,0.5242718446601942,0.33436532507739936,103.0
1.0,0.6588235294117647,0.33532934131736525,0.4444444444444444,334.0
2.0,0.3258426966292135,0.23015873015873015,0.26976744186046514,126.0
3.0,0.1619047619047619,0.8095238095238095,0.2698412698412699,21.0
accuracy,0.363013698630137,0.363013698630137,0.363013698630137,0.363013698630137
macro avg,0.34800638335007145,0.4748209314150248,0.32960462030589466,584.0
weighted avg,0.49620728900792543,0.363013698630137,0.3810641049118182,584.0
