,precision,recall,f1-score,support
0.0,0.19545454545454546,0.6935483870967742,0.30496453900709225,62.0
1.0,0.9478021978021978,0.6609195402298851,0.7787810383747179,522.0
accuracy,0.6643835616438356,0.6643835616438356,0.6643835616438356,0.6643835616438356
macro avg,0.5716283716283717,0.6772339636633297,0.541872788690905,584.0
weighted avg,0.8679296730666594,0.6643835616438356,0.7284786017980179,584.0
