,precision,recall,f1-score,support
0.0,0.4494047619047619,0.8206521739130435,0.5807692307692308,184.0
1.0,0.8669354838709677,0.5375,0.6635802469135803,400.0
accuracy,0.6267123287671232,0.6267123287671232,0.6267123287671232,0.6267123287671232
macro avg,0.6581701228878648,0.6790760869565218,0.6221747388414056,584.0
weighted avg,0.7353847084569577,0.6267123287671232,0.6374891048407031,584.0
