,precision,recall,f1-score,support
0.0,0.5014577259475219,0.7644444444444445,0.6056338028169014,225.0
1.0,0.3939393939393939,0.3051643192488263,0.3439153439153439,213.0
2.0,0.4444444444444444,0.1935483870967742,0.2696629213483146,124.0
3.0,0.39473684210526316,0.39473684210526316,0.39473684210526316,38.0
accuracy,0.46,0.46,0.46,0.46
macro avg,0.43364460160915586,0.41447349822382706,0.4034872275464557,600.0
weighted avg,0.4447469839306574,0.46,0.4299329602249369,600.0
