,precision,recall,f1-score,support
0.0,0.6388888888888888,0.5454545454545454,0.5884861407249466,253.0
1.0,0.5029585798816568,0.3333333333333333,0.40094339622641506,255.0
2.0,0.19148936170212766,0.225,0.2068965517241379,80.0
3.0,0.0743801652892562,0.75,0.13533834586466167,12.0
accuracy,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667
macro avg,0.3519292489404824,0.4634469696969697,0.33291610863504034,600.0
weighted avg,0.5101750627972544,0.4166666666666667,0.4488389065490906,600.0
